name,description_doc,datasheet_doc,keywords_doc,reference,value,footprint
171050601,"MagI3C Power Module, Variable Step Down Regulator Module, 6 to 36V Input Voltage, 0.8 to 6V, 5A Output, TO-263",https://katalog.we-online.de/pm/datasheet/171050601.pdf,power module regulator,U,171050601,Package_TO_SOT_SMD:TO-263-7_TabPin8
A4403GEU,"Valley current mode buck converter, 46V, 3A, up to 2MHz, QFN-16",https://www.allegromicro.com/~/media/Files/Datasheets/A4403-Datasheet.ashx,buck regulator adjustable,U,A4403GEU,Package_DFN_QFN:QFN-16-1EP_4x4mm_P0.65mm_EP2.7x2.7mm
AAT1217ICA-1.2,"600mA, 2.5-5.5V, 1.2MHz, Micropower Synchronous Step-Up Converter, TSOT-23-6",http://www.skyworksinc.com/uploads/documents/AAT1217_202050B.pdf,regulator step-up adjustable,U,AAT1217ICA-1.2,Package_TO_SOT_SMD:TSOT-23-6
AAT1217IGU-3.3,"600mA, 3.3V, 1.2MHz, Micropower Synchronous Step-Up Converter, SOT-23-6",http://www.skyworksinc.com/uploads/documents/AAT1217_202050B.pdf,regulator step-up,U,AAT1217IGU-3.3,Package_TO_SOT_SMD:SOT-23-6
ADP2108AUJ-1.0,"3MHz switching bucK regulator, 600mA 1.0V output voltage,",https://www.analog.com/media/en/technical-documentation/data-sheets/ADP2108.pdf,Voltage regulator switching buck fixed output analog,U,ADP2108AUJ-1.0,Package_TO_SOT_SMD:TSOT-23-5
ADP2302ARDZ,Nonsynchronous Step-Down Regulator 2 Amp Vout Adjustable SOIC-8,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP2302_2303.pdf,Step-Down Regulator,U,ADP2302ARDZ,Package_SO:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm
ADP5054,"250kHz to 2MHz, 6A/6A/2A/2A Quad Buck Regulator, -40 to +125C, QFN-48",https://www.analog.com/media/en/technical-documentation/data-sheets/ADP5054.pdf,quad regulator dcdc buck synchronizable parallel,U,ADP5054,Package_DFN_QFN:QFN-48-1EP_7x7mm_P0.5mm_EP5.15x5.15mm
ADP5070AREZ,1A/0.6A DC-to-DC Switching Regulator with Independent Positive and Negative Outputs,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP5070.pdf,voltage regulator switching inverter double positive negative,U,ADP5070AREZ,Package_SO:ETSSOP-20-1EP_4.4x6.5mm_P0.65mm_EP3x4.2mm
ADuM6000,Isolated 5 kV DC-to-DC Converter,https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM6000.PDF,Isolated DC-to-DC Converter 5kV,U,ADuM6000,
AOZ1280CI,"1.2 A Simple Buck Regulator, 3-26V input, 1.5Mhz",http://aosmd.com/res/data_sheets/AOZ1280CI.pdf,switching buck converter,U,AOZ1280CI,Package_TO_SOT_SMD:SOT-23-6
AP6502,340kHz 18V 2A Synchronois DC/DC Buck Converter,https://www.diodes.com/assets/Datasheets/AP6502.pdf,buck switching converter,U,AP6502,
AP65111AWU,"1.5A, 500kHz Buck DC/DC Converter, adjustable output voltage, TSOT-23-6",https://www.diodes.com/assets/Datasheets/AP65111A.pdf,1.5A 500kHz PWM Buck DC/DC,U,AP65111AWU,Package_TO_SOT_SMD:TSOT-23-6
APE1707H-33-HF,"2A, 150KHz PWM Buck DC/DC Converter, fixed 3.3V output voltage, TO-252-5 (D-PAK)",http://pdf.datasheet.live/datasheets-1/advanced_power_electronics/APE1707H-12-HF.pdf,3.3V 2A 150KHz PWM Buck DC/DC,U,APE1707H-33-HF,Package_TO_SOT_SMD:TO-252-5_TabPin3
APE1707M-33-HF,"2A, 150KHz PWM Buck DC/DC Converter, fixed 3.3V output voltage, SO-8",http://files.remont-aud.net/baza/dc_dc/data/APE1707.pdf,3.3V 2A 150KHz PWM Buck DC/DC,U,APE1707M-33-HF,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
APE1707S-33-HF,"2A, 150KHz PWM Buck DC/DC Converter, fixed 3.3V output voltage, TO-263-5 (DD-PAK)",http://pdf.datasheet.live/datasheets-1/advanced_power_electronics/APE1707S-12-HF.pdf,3.3V 2A 150KHz PWM Buck DC/DC,U,APE1707S-33-HF,Package_TO_SOT_SMD:TO-263-5_TabPin3
BD9001F,"48V 2A, Flexible Step-Down Switching Regulator, SO-8",http://rohmfs.rohm.com/en/products/databook/datasheet/ic/power/switching_regulator/bd9778f-e.pdf,DC-DC Step-Down Switching Regulator,U,BD9001F,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
BD9778F,"35V 2A, Flexible Step-Down Switching Regulator, SO-8",http://rohmfs.rohm.com/en/products/databook/datasheet/ic/power/switching_regulator/bd9778f-e.pdf,DC-DC Step-Down Switching Regulator,U,BD9778F,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
BD9778HFP,"35V 2A, Flexible Step-Down Switching Regulator, HRP7",http://rohmfs.rohm.com/en/products/databook/datasheet/ic/power/switching_regulator/bd9778f-e.pdf,DC-DC Step-Down Switching Regulator,U,BD9778HFP,Package_TO_SOT_SMD:Rohm_HRP7
BD9781HFP,"35V 4A, Flexible Step-Down Switching Regulator, HRP7",http://rohmfs.rohm.com/en/products/databook/datasheet/ic/power/switching_regulator/bd9778f-e.pdf,DC-DC Step-Down Switching Regulator,U,BD9781HFP,Package_TO_SOT_SMD:Rohm_HRP7
BD9G341EFJ,"12V-76V input voltage range 3A output current, Buck Converter, Integrated FET, HTSOP-8",https://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BD9G341EFJ.pdf,Buck Converter,U,BD9G341EFJ,Package_SO:HTSOP-8-1EP_3.9x4.9mm_P1.27mm_EP2.4x3.2mm_ThermalVias
CRE1S0505DC,"5V to 5V 200mA DC-DC Converter with 1kV isolation, DC-package",http://power.murata.com/datasheet?/data/power/ncl/kdc_cre1.pdf,Murata isolated isolation dc-dc converter transformer,U,CRE1S0505DC,Converter_DCDC:Converter_DCDC_muRata_CRE1xxxxxxDC_THT
CRE1S0505S3C,"5V to 5V 200mA, Isolated 2W Single-Output DC-DC Converter Modules with 3kV isolation, SIP-4",http://power.murata.com/datasheet?/data/power/ncl/kdc_cre1.pdf,Murata isolated isolation dc-dc converter transformer,U,CRE1S0505S3C,Converter_DCDC:Converter_DCDC_muRata_CRE1xxxxxx3C_THT
CRE1S0505SC,"5V to 5V 200mA DC-DC Converter with 1kV isolation, SIP-4",http://power.murata.com/datasheet?/data/power/ncl/kdc_cre1.pdf,Murata isolated isolation dc-dc converter transformer,U,CRE1S0505SC,Converter_DCDC:Converter_DCDC_muRata_CRE1xxxxxxSC_THT
FSBH0170,"Green Mode Fairchild Power Switch, 700V Vds, 1.0A Id, 15W/13W 230V/85-265V, VIN Pin, DIP-8",https://www.fairchildsemi.com/datasheets/FS/FSBH0370.pdf,smps regulator,U,FSBH0170,Package_DIP:DIP-8_W7.62mm
FSBH0F70A,"Green Mode Fairchild Power Switch, 700V Vds, 0.5A Id, 10W/8W 230V/85-265V, DIP-8",https://www.fairchildsemi.com/datasheets/FS/FSBH0370.pdf,smps regulator,U,FSBH0F70A,Package_DIP:DIP-8_W7.62mm
FSDH321,"17W SMPS Controller, 100kHz, AC-DC, PDIP-8",www.fairchildsemi.com/ds/FS/FSDH321.pdf,SMPS Controller with MOSFET 17W AC-DC,U,FSDH321,Package_DIP:DIP-8_W7.62mm
FSDH321L,"17W SMPS Controller, 100kHz, AC-DC, SMD-8",www.fairchildsemi.com/ds/FS/FSDH321.pdf,SMPS Controller with MOSFET 17W AC-DC,U,FSDH321L,Package_DIP:Fairchild_LSOP-8
FSL136MRT,"67kHz SMPS Controller w/ Soft Start, max. 50W AC-DC, TO-220F-6L",http://www.fairchildsemi.com/ds/FS/FSL136MRT.pdf,SMPS Controller 50W AC-DC,U,FSL136MRT,Package_TO_SOT_THT:Fairchild_TO-220F-6L
FSQ0565RSWDTU,"67kHz Quasi Resonant SMPS Controller w/ Soft Start, max. 80W AC-DC, TO-220F-6L",http://www.onsemi.com/pub/Collateral/FSQ0565RS-D.PDF,Quasi Resonant SMPS Controller 80W AC-DC,U,FSQ0565RSWDTU,Package_TO_SOT_THT:Fairchild_TO-220F-6L
GL2576-3.3SF8DR,"3.3V 3A, 52KHz Step Down Converter, SO-8",http://www.dianyuan.com/bbs/u/54/437861181916300.pdf,3.3V 3A 52KHz Buck DC/DC,U,GL2576-3.3SF8DR,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
ISL8117FRZ,"Synchronous step-down PWM controller, 4.5v to 60v input, 0.6v to 54v Output Voltage, QFN-16",https://www.intersil.com/content/dam/Intersil/documents/isl8/isl8117.pdf,PWM step down buck converter controller synchronous POL,U,ISL8117FRZ,Package_DFN_QFN:QFN-16-1EP_4x4mm_P0.5mm_EP2.45x2.45mm
ISL8117FVEZ,"Synchronous step-down PWM controller, 4.5v to 60v input, 0.6v to 54v Output Voltage, HTSSOP-16",https://www.intersil.com/content/dam/Intersil/documents/isl8/isl8117.pdf,PWM step down buck converter controller synchronous POL,U,ISL8117FVEZ,Package_SO:HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm
KA5H02659RN,"100kHz SMPS Controller, AC-DC, PDIP-8",http://www.onsemi.com/pub/Collateral/KA5L0265R-D.PDF,SMPS Controller AC-DC,U,KA5H02659RN,Package_DIP:DIP-8_W7.62mm
KA5H0265RCTU,"100kHz SMPS Controller w/ Soft Start, AC-DC, TO-220F-5L",http://www.onsemi.com/pub/Collateral/KA5L0265R-D.PDF,SMPS Controller AC-DC,U,KA5H0265RCTU,Package_TO_SOT_THT:ONSemi_TO-220-5L
KA5H0265RCYDTU,"KA5H0265RCTU, 100kHz SMPS Controller w/ Soft Start, AC-DC, TO-220F-5L(Forming)",http://www.onsemi.com/pub/Collateral/KA5L0265R-D.PDF,SMPS Controller AC-DC,U,KA5H0265RCYDTU,Package_TO_SOT_THT:ONSemi_TO-220-5L_Forming
KA5M0265RTU,"67kHz SMPS Controller, AC-DC, TO-220F-4L",http://www.onsemi.com/pub/Collateral/KA5L0265R-D.PDF,SMPS Controller AC-DC,U,KA5M0265RTU,Package_TO_SOT_THT:TO-220-4_Vertical
KA5M0265RYDTU,"67kHz SMPS Controller, AC-DC, TO-220F-4L(Forming)",http://www.onsemi.com/pub/Collateral/KA5L0265R-D.PDF,SMPS Controller AC-DC,U,KA5M0265RYDTU,Package_TO_SOT_THT:ONSemi_TO-220F-4L_Forming
L5973D,"2.5A step down switching regulator, HSOP-8",http://www.st.com/resource/en/datasheet/l5973d.pdf,step down buck regulator,U,L5973D,Package_SO:HSOP-8-1EP_3.9x4.9mm_P1.27mm_EP2.41x3.1mm_ThermalVias
LD7575,"Green-Mode PWM Controller with High-Voltage Start-Up Circuit, DIP-8/SOIC-8",http://www.leadtrend.com.tw/archive/doc/product/sheets/LD7575-DS-04b.pdf,smps controller,U,LD7575,
LM22676MR-ADJ,"3A Step-Down Switching Voltage Regulater, 4.5-42V Input, Adjustable Output, 500kHz Switching Frequency, SOIC-8",http://www.ti.com/lit/ds/symlink/lm22676.pdf,DC/DC Buck Converter 3A,U,LM22676MR-ADJ,Package_SO:TI_SO-PowerPAD-8
LM25085MM,"42V Constant On-Time PFET Buck Switching Controller, MSOP-8",http://www.ti.com/lit/ds/symlink/lm25085.pdf,buck switching contoller,U,LM25085MM,Package_SO:MSOP-8_3x3mm_P0.65mm
LM25085MY,"42V Constant On-Time PFET Buck Switching Controller, MSOP-8-EP",http://www.ti.com/lit/ds/symlink/lm25085.pdf,buck switching contoller,U,LM25085MY,Package_SO:MSOP-8-1EP_3x3mm_P0.65mm_EP1.73x1.85mm_ThermalVias
LM25085SD,"42V Constant On-Time PFET Buck Switching Controller, WSON-8",http://www.ti.com/lit/ds/symlink/lm25085.pdf,buck switching contoller,U,LM25085SD,Package_SON:WSON-8-1EP_3x3mm_P0.5mm_EP1.6x2.0mm
LM2574HVM-12,"12V, 0.5A Step-Down Voltage Regulator, High Voltage Input, SO-8",http://www.ti.com/lit/ds/symlink/lm2574.pdf,Step-Down Voltage Regulator 12V 500mA HV,U,LM2574HVM-12,Package_SO:SOIC-14W_7.5x9mm_P1.27mm
LM2574HVN-12,"12V, 0.5A Step-Down Voltage Regulator, High Voltage Input, DIP-8",http://www.ti.com/lit/ds/symlink/lm2574.pdf,Step-Down Voltage Regulator 12V 500mA HV,U,LM2574HVN-12,Package_DIP:DIP-8_W7.62mm
LM2576HVS-12,"12V, 3A SIMPLE SWITCHER® Step-Down Voltage Regulator, High Voltage Input, TO-263",http://www.ti.com/lit/ds/symlink/lm2576.pdf,Step-Down Voltage Regulator 12V 3A High Voltage,U,LM2576HVS-12,Package_TO_SOT_SMD:TO-263-5_TabPin3
LM2576HVT-12,"12V, 3A SIMPLE SWITCHER® Step-Down Voltage Regulator, High Voltage Input, TO-220-5",http://www.ti.com/lit/ds/symlink/lm2576.pdf,Step-Down Voltage Regulator 12V 3A High Voltage,U,LM2576HVT-12,Package_TO_SOT_THT:TO-220-5_Vertical
LM2594M-3.3,"3.3V, 0.5A SIMPLE SWITCHER® Step-Down Voltage Regulator, Maximum VIN 45V, SOIC-8",http://www.ti.com/lit/ds/symlink/lm2594.pdf,buck converter regulator step-down voltage simple switcher fixed,U,LM2594M-3.3,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LM2594N-3.3,"3.3V, 0.5A SIMPLE SWITCHER® Step-Down Voltage Regulator, Maximum VIN 45V, DIP-8",http://www.ti.com/lit/ds/symlink/lm2594.pdf,buck converter regulator step-down voltage simple switcher fixed,U,LM2594N-3.3,Package_DIP:DIP-8_W7.62mm
LM2595S-12,"12V, 1A Step-Down Voltage Regulator, TO-263-5",http://www.ti.com.cn/cn/lit/ds/symlink/lm2595.pdf,Step-Down Voltage Regulator 12V 1A,U,LM2595S-12,Package_TO_SOT_SMD:TO-263-5_TabPin3
LM2595T-12,"12V, 1A Step-Down Voltage Regulator, TO-220-5",http://www.ti.com.cn/cn/lit/ds/symlink/lm2595.pdf,Step-Down Voltage Regulator 12V 1A,U,LM2595T-12,Package_TO_SOT_THT:TO-220-5_P3.4x3.7mm_StaggerOdd_Lead3.8mm_Vertical
LM2596S-12,"12V 3A Step-Down Voltage Regulator, TO-263",http://www.ti.com/lit/ds/symlink/lm2596.pdf,Step-Down Voltage Regulator 12V 3A,U,LM2596S-12,Package_TO_SOT_SMD:TO-263-5_TabPin3
LM2596T-12,"12V 3A 150kHz Step-Down Voltage Regulator, TO-220",http://www.ti.com/lit/ds/symlink/lm2596.pdf,Step-Down Voltage Regulator 12V 3A,U,LM2596T-12,Package_TO_SOT_THT:TO-220-5_P3.4x3.7mm_StaggerOdd_Lead3.8mm_Vertical
LM26480SQ,"Dual 1.5A 2MHz Buck Regulators and Dual 300mA LDOs, WQFN-24",http://www.ti.com/lit/ds/symlink/lm26480.pdf,Dual Buck Regulator LDO 2MHz 1.5A 300mA,U,LM26480SQ,Package_DFN_QFN:WQFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm
LM2672M-12,"12V, 1A Step-Down Voltage Regulator, SO-8",http://www.ti.com/lit/ds/symlink/lm2672.pdf,Step-Down Voltage Regulator 12V 1A,U,LM2672M-12,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LM2672N-12,"12V, 1A Step-Down Voltage Regulator, DIP-8",http://www.ti.com/lit/ds/symlink/lm2672.pdf,Step-Down Voltage Regulator 12V 1A,U,LM2672N-12,Package_DIP:DIP-8_W7.62mm
LM2674M-12,"12V, 500mA Step-Down Voltage Regulator, SO-8",http://www.ti.com/lit/ds/symlink/lm2674.pdf,Step-Down Voltage Regulator 12V 500mA,U,LM2674M-12,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LM2674N-12,"12V, 500mA Step-Down Voltage Regulator, DIP-8",http://www.ti.com/lit/ds/symlink/lm2674.pdf,Step-Down Voltage Regulator 12V 500mA,U,LM2674N-12,Package_DIP:DIP-8_W7.62mm
LM2734Y,"1A Step-Down DC-DC Regulator, Adjustable Output Voltage, 550kHz, TSOT-23-5",http://www.ti.com/lit/ds/symlink/lm2734.pdf,Miniature Step-Down Buck Voltage Regulator,U,LM2734Y,Package_TO_SOT_SMD:TSOT-23-6
LM3407MY,"LED Lighting CC Floating Buck Switching Regulator, MSOP-8",http://www.ti.com/lit/ds/symlink/lm3407.pdf,LED Step-Down Switching Regulator,U,LM3407MY,Package_SO:MSOP-8-1EP_3x3mm_P0.65mm_EP1.73x1.85mm_ThermalVias
LM3578,"750mA, Switching Regulator, adjustable output voltage, DIP-8/SOIC-8",http://www.ti.com/lit/ds/symlink/lm3578a.pdf,switching regulator,U,LM3578,
LM5001MA,"1A, High Voltage (75V) Switch-Mode Regulator, Adjustable Output Voltage, SOIC-8",http://www.ti.com/lit/ds/symlink/lm5001.pdf,High-Voltage Switch-mode Regulator Flyback SEPIC Boost,U,LM5001MA,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LM5006MM,"600mA, 80V Constant On-Time Buck Switching Regulator, MSOP-10",http://www.ti.com/lit/ds/symlink/lm5006.pdf,Constant On-Time Buck Switching Regulator,U,LM5006MM,Package_SO:MSOP-10_3x3mm_P0.5mm
LM5007MM,"700mA, High Voltage (80V) Step-Down Switching Regulator, Adjustable Output Voltage, MSOP-8",http://www.ti.com/lit/ds/symlink/lm5007.pdf,Step-Down Switching Regulator,U,LM5007MM,Package_SO:MSOP-8_3x3mm_P0.65mm
LM5007SD,"700mA, High Voltage (80V) Step-Down Switching Regulator, Adjustable Output Voltage, WSON-8",http://www.ti.com/lit/ds/symlink/lm5007.pdf,Step-Down Switching Regulator,U,LM5007SD,Package_SON:WSON-8_4x4mm_P0.8mm
LM5017MR,"600mA, 100V Step-Down Switching Regulator, PowerSO-8",http://www.ti.com/lit/ds/symlink/lm5017.pdf,Step-Down Switching Regulator High Voltage,U,LM5017MR,Package_SO:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias
LM5017SD,"600mA, 100V Step-Down Switching Regulator, WSON-8",http://www.ti.com/lit/ds/symlink/lm5017.pdf,Step-Down Switching Regulator High Voltage,U,LM5017SD,Package_SON:WSON-8_4x4mm_P0.8mm
LM5022MM,"60-V Low-Side Controller for Boost and SEPIC, MSOP-10",http://www.ti.com/lit/ds/symlink/lm5022.pdf,boost switching controller,U,LM5022MM,Package_SO:MSOP-10_3x3mm_P0.5mm
LM5088-1,"Wide Input Range Non-Synchronous Buck Controller, Frequency Dithering, 75V, HTSSOP-16",http://www.ti.com/lit/ds/symlink/lm5088.pdf,step down buck high voltage,U,LM5088-1,Package_SO:HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm_Mask3x3mm_ThermalVias
LM5088-2,"Wide Input Range Non-Synchronous Buck Controller, Hiccup Mode Restart, 75V, HTSSOP-16",http://www.ti.com/lit/ds/symlink/lm5088.pdf,step down buck high voltage,U,LM5088-2,Package_SO:HTSSOP-16-1EP_4.4x5mm_P0.65mm_EP3.4x5mm_Mask3x3mm_ThermalVias
LM5165,"150mA Synchronous Buck Converter With Ultra-Low IQ, 3V-65V input, adjustable output voltage, DFN-10",http://www.ti.com/lit/ds/symlink/lm5165.pdf,step-down dc-dc buck regulator adjustable,U,LM5165,Package_SON:Texas_S-PVSON-N10_ThermalVias
LM5165X,"150mA Synchronous Buck Converter With Ultra-Low IQ, 3V-65V input, 5.0V fixed output voltage, DFN-10",http://www.ti.com/lit/ds/symlink/lm5165.pdf,step-down dc-dc buck regulator fixed 5V,U,LM5165X,Package_SON:Texas_S-PVSON-N10_ThermalVias
LM5175PWP,"42-V wide Vin synchronous 4-switch Buck-Boost controller, HTSSOP-28 package",http://www.ti.com/lit/ds/symlink/lm5175.pdf,Buck Boost step-up step-down,U,LM5175PWP,Package_SO:HTSSOP-28-1EP_4.4x9.7mm_P0.65mm_EP3.4x9.5mm_ThermalVias
LM5175RHF,"42-V wide Vin synchronous 4-switch Buck-Boost controller, QFN-28 package",http://www.ti.com/lit/ds/symlink/lm5175.pdf,Buck Boost step-up step-down,U,LM5175RHF,Package_DFN_QFN:VQFN-28-1EP_4x5mm_P0.5mm_EP2.55x3.55mm
LMR10510XMF,"1A, 5.5V Step-Down Voltage Regulator, 1.6MHz Frequency, SOT-23-5",http://www.ti.com/lit/ds/symlink/lmr10510.pdf,Miniature Step-Down Buck Voltage Regulator,U,LMR10510XMF,Package_TO_SOT_SMD:SOT-23-5
LMR10510YSD,"1A, 5.5V Step-Down Voltage Regulator, 3MHz Frequency, WSON-6",http://www.ti.com/lit/ds/symlink/lmr10510.pdf,Miniature Step-Down Buck Voltage Regulator,U,LMR10510YSD,Package_SON:WSON-6-1EP_3x3mm_P0.95mm
LMR16006YQ,"Simple Switcher Buck Regulator, Vin=4-40V, Iout=600mA, Adjustable output voltage, SOT-23-6 package",http://www.ti.com/lit/ds/symlink/lmr16006y-q1.pdf,simple-switcher buck step-down voltage-regulator,U,LMR16006YQ,Package_TO_SOT_SMD:SOT-23-6
LMR62421XSD,"2.1A, 24Vout Step-Up Voltage Regulator, 1.6MHz Frequency, WSON-6",http://www.ti.com/lit/ds/symlink/lmr62421.pdf,Miniature Step-Up Boost SEPIC Voltage Regulator,U,LMR62421XSD,Package_SON:WSON-6-1EP_3x3mm_P0.95mm
LMZ13608,"8A Adjustable Step-Down DC/DC Power Module in 15x15mm, Texas NDY0011A",http://www.ti.com/lit/ds/snvs710i/snvs710i.pdf,Step-Down DC/DC Module,U,LMZ13608,Package_TO_SOT_SMD:Texas_NDY0011A
LMZM23601,"1A Adjustable Step-Down DC/DC Power Module in 3.8x3mm, MicroSIP-10",http://www.ti.com/lit/ds/symlink/lmzm23601.pdf,Step-Down DC/DC Module,U,LMZM23601,Package_LGA:Texas_SIL0010A_MicroSiP-10-1EP_3.8x3mm_P0.6mm_EP0.7x2.9mm_ThermalVias
LNK302D,"LinkSwitch-TN Family, 80mA Output Current, SO-8C",http://www.powerint.com/sites/default/files/product-docs/lnk302_304-306.pdf,"Lowest Component Count, Energy-Efficient Off-Line Switcher IC",U,LNK302D,Package_SO:PowerIntegrations_SO-8B
LNK302G,"LinkSwitch-TN Family, 80mA Output Current, SMD-8B",http://www.powerint.com/sites/default/files/product-docs/lnk302_304-306.pdf,"Lowest Component Count, Energy-Efficient Off-Line Switcher IC",U,LNK302G,Package_DIP:PowerIntegrations_SMD-8B
LNK302P,"LinkSwitch-TN Family, 80mA Output Current, DIP-8B",http://www.powerint.com/sites/default/files/product-docs/lnk302_304-306.pdf,"Lowest Component Count, Energy-Efficient Off-Line Switcher IC",U,LNK302P,Package_DIP:PowerIntegrations_PDIP-8B
LNK362D,"LinkSwitch-XT Family, 2.6W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/lnk362-364.pdf,"Energy Effi cient, Low Power Off-Line Switcher IC",U,LNK362D,Package_SO:PowerIntegrations_SO-8C
LNK362G,"LinkSwitch-XT Family, 2.6W Output Power, SMD-8B",http://www.powerint.com/sites/default/files/product-docs/lnk362-364.pdf,"Energy Effi cient, Low Power Off-Line Switcher IC",U,LNK362G,Package_DIP:PowerIntegrations_SMD-8B
LNK362P,"LinkSwitch-XT Family, 2.6W Output Power, DIP-8B",http://www.powerint.com/sites/default/files/product-docs/lnk362-364.pdf,"Energy Effi cient, Low Power Off-Line Switcher IC",U,LNK362P,Package_DIP:PowerIntegrations_PDIP-8B
LNK403EG,"LinkSwitch-PH Family, 12W Output Power, eSIP-7C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ph_family_datasheet.pdf,"LED Driver IC with TRIAC Dimming, Single-Stage PFC and Primary-Side Constant Current Control",U,LNK403EG,Package_SIP:PowerIntegrations_eSIP-7C
LNK403LG,"LinkSwitch-PH Family, 12W Output Power, eSIP-7F",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ph_family_datasheet.pdf,"LED Driver IC with TRIAC Dimming, Single-Stage PFC and Primary-Side Constant Current Control",U,LNK403LG,Package_SIP:PowerIntegrations_eSIP-7F
