name,description_doc,datasheet_doc,keywords_doc,reference,value,footprint
LNK454D,"LinkSwitch-PL Family, 3W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-pl_family_datasheet.pdf,"LED Driver IC with TRIAC Dimming, Single-Stage PFC and Constant Current Control for Non-Isolated Applications",U,LNK454D,Package_SO:PowerIntegrations_SO-8C
LNK457K,"LinkSwitch-PL Family, 8W Output Power, eSOP-12B",http://www.powerint.com/sites/default/files/product-docs/linkswitch-pl_family_datasheet.pdf,"LED Driver IC with TRIAC Dimming, Single-Stage PFC and Constant Current Control for Non-Isolated Applications",U,LNK457K,Package_SO:PowerIntegrations_eSOP-12B
LNK457V,"LinkSwitch-PL Family, 8W Output Power, eDIP-12B",http://www.powerint.com/sites/default/files/product-docs/linkswitch-pl_family_datasheet.pdf,"LED Driver IC with TRIAC Dimming, Single-Stage PFC and Constant Current Control for Non-Isolated Applications",U,LNK457V,Package_DIP:PowerIntegrations_eDIP-12B
LNK562D,"LinkSwitch-LP Family, 1.9W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/linklp_family_datasheet.pdf,Energy Efficient Off-Line Switcher IC for Linear Transformer Replacement,U,LNK562D,Package_SO:PowerIntegrations_SO-8C
LNK562G,"LinkSwitch-LP Family, 1.9W Output Power, SMD-8B",http://www.powerint.com/sites/default/files/product-docs/linklp_family_datasheet.pdf,Energy Efficient Off-Line Switcher IC for Linear Transformer Replacement,U,LNK562G,Package_DIP:PowerIntegrations_SMD-8B
LNK562P,"LinkSwitch-LP Family, 1.9W Output Power, DIP-8B",http://www.powerint.com/sites/default/files/product-docs/linklp_family_datasheet.pdf,Energy Efficient Off-Line Switcher IC for Linear Transformer Replacement,U,LNK562P,Package_DIP:PowerIntegrations_PDIP-8B
LNK603DG,"LinkSwitch-II Family, 3.3W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ii_family_datasheet.pdf,"Energy-Efficient, Accurate CV/CC Switcher for Adapters and Chargers",U,LNK603DG,Package_SO:PowerIntegrations_SO-8C
LNK603PG,"LinkSwitch-II Family, 3.3W Output Power, DIP-8C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ii_family_datasheet.pdf,"Energy-Efficient, Accurate CV/CC Switcher for Adapters and Chargers",U,LNK603PG,Package_DIP:PowerIntegrations_PDIP-8C
LNK606GG,"LinkSwitch-II Family, 6.1W Output Power, SMD-8C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ii_family_datasheet.pdf,"Energy-Efficient, Accurate CV/CC Switcher for Adapters and Chargers",U,LNK606GG,Package_DIP:PowerIntegrations_SMD-8C
LNK623DG,"LinkSwitch-CV Family, 6W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/linkcv_family_datasheet.pdf,"Energy-Efficient, Off-line Switcher with Accurate Primary-side Constant-Voltage Control",U,LNK623DG,Package_SO:PowerIntegrations_SO-8C
LNK623PG,"LinkSwitch-CV Family, 6W Output Power, DIP-8C",http://www.powerint.com/sites/default/files/product-docs/linkcv_family_datasheet.pdf,"Energy-Efficient, Off-line Switcher with Accurate Primary-side Constant-Voltage Control",U,LNK623PG,Package_DIP:PowerIntegrations_PDIP-8C
LNK632DG,"LinkSwitch-II Family, 3.1W Output Power, SO-8C",http://www.powerint.com/sites/default/files/product-docs/linkswitch-ii_632DG_datasheet.pdf,"Energy-Efficient, Accurate CV Switcher With CC Control for Adapters and Chargers",U,LNK632DG,Package_SO:PowerIntegrations_SO-8C
LT1073CN,"Micropower DC/DC Converter Adjustable Output Voltage, DIP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1073fa.pdf,Micropower DC/DC Converter,U,LT1073CN,Package_DIP:DIP-8_W7.62mm
LT1073CN-5,"Micropower DC/DC Converter, Fixed 5V Output Voltage, DIP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1073fa.pdf,Micropower DC/DC Converter,U,LT1073CN-5,Package_DIP:DIP-8_W7.62mm
LT1073CS,"Micropower DC/DC Converter Adjustable Output Voltage, SO-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1073fa.pdf,Micropower DC/DC Converter,U,LT1073CS,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LT1073CS-5,"Micropower DC/DC Converter, Fixed 5V Output Voltage, SO-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1073fa.pdf,Micropower DC/DC Converter,U,LT1073CS-5,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LT1301,"Micropower High Efficiency 5V/12V Step-Up DC/DC Converter for Flash Memory, DIP-8/SOIC-8",https://www.analog.com/media/en/technical-documentation/data-sheets/lt1301.pdf,5v 12v dc converter boost,U,LT1301,
LT1307CMS8,"Single Cell Micropower 600kHz PWM DC/DC Converter, 50µA Quiescent Current, MSOP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1307fa.pdf,Micropower PWM DC/DC Converter,U,LT1307CMS8,Package_SO:MSOP-10_3x3mm_P0.5mm
LT1307CN8,"Single Cell Micropower 600kHz PWM DC/DC Converter, 50µA Quiescent Current, DIP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1307fa.pdf,Micropower PWM DC/DC Converter,U,LT1307CN8,Package_DIP:DIP-8_W7.62mm
LT1307CS8,"Single Cell Micropower 600kHz PWM DC/DC Converter, 50µA Quiescent Current, SO-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1307fa.pdf,Micropower PWM DC/DC Converter,U,LT1307CS8,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LT1372CN8,"1.5A High Efficiency Switching Regulators, 500kHz, 35V Switch Voltage, Adjustable Output Voltage, DIP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/13727fbs.pdf,Switching Regulator Adjustable,U,LT1372CN8,Package_DIP:DIP-8_W7.62mm
LT1372CS8,"1.5A High Efficiency Switching Regulators, 500kHz, 35V Switch Voltage, Adjustable Output Voltage, SO-8",https://www.analog.com/media/en/technical-documentation/data-sheets/13727fbs.pdf,Switching Regulator Adjustable,U,LT1372CS8,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
LT1945,"Dual Micropower DC/DC Converter with Positive and Negative Outputs, MSOP-10",https://www.analog.com/media/en/technical-documentation/data-sheets/1945fa.pdf,switched voltage converter regulator inverter double shutdown  positive negative,U,LT1945,Package_SO:MSOP-10_3x3mm_P0.5mm
LT3430,"3A High Voltage 200kHz Step-Down Switching Regulator, TSSOP-16",https://www.analog.com/media/en/technical-documentation/data-sheets/34301fa.pdf,Step-Down Switching Regulator,U,LT3430,Package_SO:TSSOP-14-1EP_4.4x5mm_P0.65mm
LT3439,"1A Slew Rate Controlled Ultralow Noise Isolated DC/DC Transformer Driver, TSSOP-16",https://www.analog.com/media/en/technical-documentation/data-sheets/3439fs.pdf,Isolated DC/DC Transformer Driver,U,LT3439,Package_SO:TSSOP-16-1EP_4.4x5mm_P0.65mm
LT3471,"Dual 1.3A, 1.2MHz Boost/Inverter, DFN-10",https://www.analog.com/media/en/technical-documentation/data-sheets/3471fb.pdf,dc/dc converter boost inverter,U,LT3471,Package_DFN_QFN:DFN-10-1EP_3x3mm_P0.5mm_EP1.65x2.38mm
LT3472,"Boost and Inverting DC/DC Converter for CCD Bias, DFN-10",https://www.analog.com/media/en/technical-documentation/data-sheets/3472f.pdf,DC/DC converter CCD Bias Boost,U,LT3472,Package_DFN_QFN:DFN-10-1EP_3x3mm_P0.5mm_EP1.65x2.38mm
LT3514xUFD,"Triple Step-Down Switching Regulator with 100% Duty Cycle Operation, QFN-28",https://www.analog.com/media/en/technical-documentation/data-sheets/3514fa.pdf,triple step-down,U,LT3514xUFD,Package_DFN_QFN:QFN-28-1EP_4x5mm_P0.5mm_EP2.65x3.65mm_ThermalVias
LT3580xDD,"Boost/Inverting DC/DC Converter with 2A Switch, Soft-Start, and Synchronization, DFN-8",https://www.analog.com/media/en/technical-documentation/data-sheets/3580fg.pdf,boost inverting dc-dc,U,LT3580xDD,Package_DFN_QFN:DFN-8-1EP_3x3mm_P0.5mm_EP1.66x2.38mm
LT3580xMS8E,"Boost/Inverting DC/DC Converter with 2A Switch, Soft-Start, and Synchronization, MSOP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/3580fg.pdf,boost inverting dc-dc,U,LT3580xMS8E,Package_SO:MSOP-8-1EP_3x3mm_P0.65mm_EP1.68x1.88mm
LT3748xMS,"100V Isolated Flyback Controller, MSOP-16",https://www.analog.com/media/en/technical-documentation/data-sheets/3748fb.pdf,isolated flyback controller,U,LT3748xMS,Package_SO:Linear_MSOP-12-16_3x4mm_P0.5mm
LT3757EDD,"Boost, flyback, SEPIC and inverting regulator. DFN-10",https://www.analog.com/media/en/technical-documentation/data-sheets/3757Afe.pdf,Boost flyback SEPIC inverting DC/DC regulator,U,LT3757EDD,Package_DFN_QFN:DFN-10-1EP_3x3mm_P0.5mm_EP1.55x2.48mm
LT3757EMSE,"Boost, flyback, SEPIC and inverting regulator. MSOP-10",https://www.analog.com/media/en/technical-documentation/data-sheets/3757Afe.pdf,Boost flyback SEPIC inverting DC/DC regulator,U,LT3757EMSE,Package_SO:MSOP-10-1EP_3x3mm_P0.5mm_EP1.68x1.88mm
LT8303,"100VIN Micropower Isolated Flyback Converter with 150V/450mA Switch, TSOT-23-5",https://www.analog.com/media/en/technical-documentation/data-sheets/8303fa.pdf,Flyback switcher,U,LT8303,Package_TO_SOT_SMD:TSOT-23-5
LT8610,"42V, 2.5A Synchronous Step-Down Regulator with 2.5uA Quiescent Current, MSOP-16",https://www.analog.com/media/en/technical-documentation/data-sheets/8610fa.pdf,high efficiency speed synchronous monolithic buck step-down switching regulator 42V 2.5A,U,LT8610,Package_SO:LTC_MSOP-16-1EP_3x4mm_P0.5mm_EP2.15x3.26mm
LT8610AC,"42V, 3.5A Synchronous Step-Down Regulator with 2.5uA Quiescent Current, 0.8V Feedback Voltage, 3.0V Minimum Vin, MSOP-16",https://www.analog.com/media/en/technical-documentation/data-sheets/8610acfa.pdf,high efficiency speed synchronous monolithic buck step-down switching regulator 42V 3.5A lower feedback voltage minimum vin,U,LT8610AC,Package_SO:LTC_MSOP-16-1EP_3x4mm_P0.5mm_EP2.15x3.26mm
LTC1436A,"High Efficiency Low Noise Synchronous Step-Down Switching Regulators, SSOP-24",https://www.analog.com/media/en/technical-documentation/data-sheets/14367afb.pdf,buck controller 36V,U,LTC1436A,Package_SO:SSOP-24_3.9x8.7mm_P0.635mm
LTC1436A-PLL,"High Efficiency Low Noise Synchronous Step-Down Switching Regulators, SSOP-24",https://www.analog.com/media/en/technical-documentation/data-sheets/14367afb.pdf,buck controller 36V,U,LTC1436A-PLL,Package_SO:SSOP-24_3.9x8.7mm_P0.635mm
LTC1437A,"High Efficiency Low Noise Synchronous Step-Down Switching Regulators, SSOP-28",https://www.analog.com/media/en/technical-documentation/data-sheets/14367afb.pdf,buck controller 36V,U,LTC1437A,Package_SO:SSOP-28_5.3x10.2mm_P0.65mm
LTC1878EMS8,"High Efficiency Monolithic Synchronous Step-Down Regulator, MSOP-8",https://www.analog.com/media/en/technical-documentation/data-sheets/1878f.pdf,Synchronous Step-Down Regulator,U,LTC1878EMS8,Package_SO:MSOP-8_3x3mm_P0.65mm
LTC3406BES5-1.2,"600mA Synchronous Step-Down Regulator, 1.5MHz, Fixed 1.2V Output Voltage, Burst Mode Disabled, ThinSOT-23",https://www.analog.com/media/en/technical-documentation/data-sheets/3406b12fs.pdf,Regulator step-down,U,LTC3406BES5-1.2,Package_TO_SOT_SMD:TSOT-23-5
LTC3429,"600mA, 500kHz Micropower Synchronous Boost Converter with Output Disconnect, TSOT-23-6",https://www.analog.com/media/en/technical-documentation/data-sheets/3429fa.pdf,boost step-up DC/DC synchronous,U,LTC3429,Package_TO_SOT_SMD:TSOT-23-6
LTC3442,"Micropower Synchronous Buck-Boost DC/DC Converter with Automatic Burst Mode Operation, DFN-12",https://www.analog.com/media/en/technical-documentation/data-sheets/3442fb.pdf,Micropower Synchronous Buck-Boost DC/DC Converter,U,LTC3442,Package_DFN_QFN:DFN-12-1EP_3x4mm_P0.5mm_EP1.7x3.3mm
LTC3525,"400mA Micropower Synchronous Step-Up DC/DC Converter with Output Disconnect, SC-70-6",https://www.analog.com/media/en/technical-documentation/data-sheets/3525fc.pdf,boost step-up DC/DC synchronous,U,LTC3525,Package_TO_SOT_SMD:SOT-363_SC-70-6
LTC3630DHC,"500mA High efficiency 65V synchronous step-down converter, DFN-16",https://www.analog.com/media/en/technical-documentation/data-sheets/3630fd.pdf,buck dc-dc switcher switching,U,LTC3630DHC,Package_DFN_QFN:DFN-16-1EP_3x5mm_P0.5mm_EP1.66x4.4mm
LTC3630MSE,"500mA High efficiency 65V synchronous step-down converter, MSOP-16(12)",https://www.analog.com/media/en/technical-documentation/data-sheets/3630fd.pdf,buck dc-dc switcher switching,U,LTC3630MSE,Package_SO:Linear_MSOP-12-16-1EP_3x4mm_P0.5mm
LTC3638,"250mA High efficiency 140V step-down converter, MSOP-16(12)",https://www.analog.com/media/en/technical-documentation/data-sheets/3638fa.pdf,buck dc-dc switcher switching,U,LTC3638,Package_SO:Linear_MSOP-12-16-1EP_3x4mm_P0.5mm
LTC3886,"60V dual output buck output with digital power system management, UKG52(46)",https://www.analog.com/media/en/technical-documentation/data-sheets/LTC3886-3886-1.pdf,step down switch manager I2C telemetry fault current sense,U,LTC3886,Package_DFN_QFN:Linear_UGK52_QFN-46-52
LTC7138,"400mA High efficiency 140V step-down converter, MSOP-16(12)",https://www.analog.com/media/en/technical-documentation/data-sheets/7138f.pdf,buck dc-dc switcher switching,U,LTC7138,Package_SO:Linear_MSOP-12-16-1EP_3x4mm_P0.5mm
LTM8063,"40VIN, 2A Silent Switcher µModule Regulator, BGA-28",https://www.analog.com/media/en/technical-documentation/data-sheets/8063fa.pdf,uModule DCDC,U,LTM8063,Package_BGA:Analog_BGA-28_4.0x6.25mm_Layout4x7_P0.8mm_Ball0.45mm_Pad0.4
MAX15062A,"60V, 300mA, synchronous step-down dc-dc converter, 3.3V fixed output voltage, DFN-8",http://datasheets.maximintegrated.com/en/ds/MAX15062.pdf,step-down dc-dc switching regulator,U,MAX15062A,Package_DFN_QFN:DFN-8_2x2mm_P0.5mm
MAX17572,"4.5V–60V, 1A, High-Efficiency, Synchronous Step-Down DC-DC Converter with Internal Compensation, DFN-12",https://datasheets.maximintegrated.com/en/ds/MAX17572.pdf,Step-down dc-dc switching regulator,U,MAX17572,Package_DFN_QFN:DFN-12-1EP_3x3mm_P0.5mm_EP2.05x2.86mm
MAX17574,"4.5V–60V, 3A, High-Efficiency, Synchronous Step-Down DC-DC Converter with Internal Compensation, QFN-24",https://datasheets.maximintegrated.com/en/ds/MAX17574.pdf,Step-down dc-dc switching regulator,U,MAX17574,Package_DFN_QFN:QFN-24-1EP_4x5mm_P0.5mm_EP2.65x3.65mm
MAX5035AUPA,"1A, High-Efficiency Step-Down DC-DC Converter, 3.3V fixed output voltage, Vin 76V, PDIP-8",http://datasheets.maximintegrated.com/en/ds/MAX5035.pdf,3.3V 1A Step-Down Converter 76V,U,MAX5035AUPA,Package_DIP:DIP-8_W7.62mm
MAX5035AUSA,"1A, High-Efficiency Step-Down DC-DC Converter, 3.3V fixed output voltage, Vin 76V, SO-8",http://datasheets.maximintegrated.com/en/ds/MAX5035.pdf,3.3V 1A Step-Down Converter 76V,U,MAX5035AUSA,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
MAX777L,"210mA, Low voltage input, step-up DC-DC converter, 5V output voltage, DIP-8/SO-8",https://kanga.gerbilator.org/ICs/MAX777.pdf,switching regulator boost step-up dc-dc,U,MAX777L,
MAX778L,"210mA, Low voltage input, step-up DC-DC converter, 3V/3.3V output voltage, DIP-8/SO-8",https://kanga.gerbilator.org/ICs/MAX777.pdf,switching regulator boost step-up dc-dc,U,MAX778L,
MAX779L,"210mA, Low voltage input, step-up DC-DC converter, adjustable output voltage, DIP-8/SO-8",https://kanga.gerbilator.org/ICs/MAX777.pdf,switching regulator boost step-up dc-dc,U,MAX779L,
MC33063AD,"1.5A, step-up/down/inverting switching regulator, 3-40V Vin, 100kHz, SO-8",http://www.onsemi.com/pub_link/Collateral/MC34063A-D.PDF,smps buck boost inverting,U,MC33063AD,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
MC33063AP,"1.5A, step-up/down/inverting switching regulator, 3-40V Vin, 100kHz, DIP-8",http://www.onsemi.com/pub_link/Collateral/MC34063A-D.PDF,smps buck boost inverting,U,MC33063AP,Package_DIP:DIP-8_W7.62mm
MC33063MNTXG,"1.5A, step-up/down/inverting switching regulator, 3-40V Vin, 100kHz, DFN-8",http://www.onsemi.com/pub_link/Collateral/MC34063A-D.PDF,smps buck boost inverting,U,MC33063MNTXG,Package_DFN_QFN:DFN-8-1EP_4x4mm_P0.8mm_EP2.5x3.6mm
MCP16301,"1A, 4.0 to 30V Input, High Voltage Input integrated switch step-down regulator, SOT-23-6",http://ww1.microchip.com/downloads/en/DeviceDoc/20005004D.pdf,switching buck converter power-supply voltage regulator,U,MCP16301,Package_TO_SOT_SMD:SOT-23-6
MCP16311MNY,"1A Output Voltage, 30V Input, integrated switch step-down regulator, PFM/PWM modulation, DFN-8",http://ww1.microchip.com/downloads/en/DeviceDoc/20005255B.pdf,switching buck converter power-supply voltage regulator,U,MCP16311MNY,Package_DFN_QFN:DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm
MCP16311MS,"30V Input, 1A Output Voltage, integrated switch step-down regulator, PFM/PWM modulation, MSOP-8",http://ww1.microchip.com/downloads/en/DeviceDoc/20005255B.pdf,switching buck converter power-supply voltage regulator,U,MCP16311MS,Package_SO:MSOP-8_3x3mm_P0.65mm
MCP16331CH,"High-Voltage Input Integrated Switch Step-Down Regulator, VDD +4.4V to 50V, Out +2.0V to +24V, SOT-23",http://ww1.microchip.com/downloads/en/DeviceDoc/20005308C.pdf,High-Voltage Input Integrated Switch Step-Down Regulator,U,MCP16331CH,Package_TO_SOT_SMD:SOT-23-6
MCP16331MN,"High-Voltage Input Integrated Switch Step-Down Regulator, VDD +4.4V to 50V, Out +2.0V to +24V, TDFN-8",http://ww1.microchip.com/downloads/en/DeviceDoc/20005308C.pdf,High-Voltage Input Integrated Switch Step-Down Regulator,U,MCP16331MN,Package_DFN_QFN:DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm
MCP1640CH,"Synchronous Boost Regulator, Adjustable Output 2.0V-5.5V, PWM/PFM True Disconnect, SOT-23",http://ww1.microchip.com/downloads/en/DeviceDoc/20002234D.pdf,Step-Up Boost DC-DC Regulator Adjustable,U,MCP1640CH,Package_TO_SOT_SMD:SOT-23-6
MCP1640MC,"Synchronous Boost Regulator, Adjustable Output 2.0V-5.5V, PWM/PFM True Disconnect, DFN-8",http://ww1.microchip.com/downloads/en/DeviceDoc/20002234D.pdf,Step-Up Boost DC-DC Regulator Adjustable,U,MCP1640MC,Package_DFN_QFN:DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm
MCP1650,"750 kHz Boost Controller, 3.3-100V output voltage, 5W, MSOP-8",http://ww1.microchip.com/downloads/en/DeviceDoc/21876B.pdf,boost controller,U,MCP1650,Package_SO:MSOP-8_3x3mm_P0.65mm
MCP1651,"750 kHz Boost Controller, 3.3-100V output voltage, 5W, Low Battery Detection, MSOP-8",http://ww1.microchip.com/downloads/en/DeviceDoc/21876B.pdf,boost controller,U,MCP1651,Package_SO:MSOP-8_3x3mm_P0.65mm
MCP1652,"750 kHz Boost Controller, 3.3-100V output voltage, 5W, Power Good Detection, MSOP-8",http://ww1.microchip.com/downloads/en/DeviceDoc/21876B.pdf,boost controller,U,MCP1652,Package_SO:MSOP-8_3x3mm_P0.65mm
MCP1653,"750 kHz Boost Controller, 3.3-100V output voltage, 5W, Low Battery Detection, Power Good Detection, MSOP-10",http://ww1.microchip.com/downloads/en/DeviceDoc/21876B.pdf,boost controller,U,MCP1653,Package_SO:MSOP-10_3x3mm_P0.5mm
MIC2177,"2.5A Synchronous Buck Regulator, Adjustable Output Voltage, SO-20W",http://ww1.microchip.com/downloads/en/DeviceDoc/mic2177.pdf,Synchronous Buck Regulator adjustable,U,MIC2177,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm
MIC2178,"2.5A Synchronous Buck Regulator, 4.5-16.5V Input Voltage, Adjustable Output Voltage, SO-20W",http://ww1.microchip.com/downloads/en/DeviceDoc/mic2177.pdf,Synchronous Buck Regulator adjustable,U,MIC2178,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm
MIC2290,"1.2 Mhz PWM Boost Regulator with Internal Schotty Diode, MLF-8",http://ww1.microchip.com/downloads/en/DeviceDoc/mic2290.pdf,boost switching voltage converter regulator,U,MIC2290,Package_DFN_QFN:Micrel_MLF-8-1EP_2x2mm_P0.5mm_EP0.8x1.3mm_ThermalVias
MIC4690,"1A, 500kHz SuperSwitcher Buck Regulator, 4-34V Input Voltage, Adjustable Output Voltage, SO-8",http://ww1.microchip.com/downloads/en/DeviceDoc/mic4690.pdf,regulator switching adjustable,U,MIC4690,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
MP1470,"High-Efficiency, 2A, 16V, 500kHz Synchronous, Step-Down Converter, TSOT-23-6",https://www.monolithicpower.com/pub/media/document/MP1470_r1.02.pdf,buck converter,U,MP1470,Package_TO_SOT_SMD:TSOT-23-6
MP171GJ,"60mA Non-Isolated Off-Line Regulator, 700V Input Voltage, Adjustable Output Voltage, TSOT-23-5",https://www.monolithicpower.com/pub/media/document/m/p/mp171_r1.01.pdf,regulator switching adjustable,U,MP171GJ,Package_TO_SOT_SMD:TSOT-23-5
MP171GS,"60mA Non-Isolated Off-Line Regulator, 700V Input Voltage, Adjustable Output Voltage, SOIC-8",https://www.monolithicpower.com/pub/media/document/m/p/mp171_r1.01.pdf,regulator switching adjustable,U,MP171GS,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm
